id,fichier,terme,article,image_url,licence,auteur,licence_url,attribution_requise
kasugo,kasugo.jpg,ja:春子,https://ja.wikipedia.org/wiki/杉村春子,https://upload.wikimedia.org/wikipedia/commons/1/1b/Haruko_Sugimura_01.jpg,Public domain,鵜殿七郎,,false
shinko,shinko.jpg,ja:新子,https://ja.wikipedia.org/wiki/髙樹のぶ子,https://upload.wikimedia.org/wikipedia/commons/a/a8/Nobuko_Tsuruta_201811.jpg,CC BY 4.0,大臣官房人事課,https://creativecommons.org/licenses/by/4.0,true
tobiuo,tobiuo.jpg,ja:飛魚,https://ja.wikipedia.org/wiki/トビウオ,https://upload.wikimedia.org/wikipedia/commons/f/f8/Cheilopogon_melanurusPCCA20070623-3956B.jpg,CC BY-SA 2.5,Patrick Coin (Patrick Coin),https://creativecommons.org/licenses/by-sa/2.5,true
gomasaba,gomasaba.jpg,ja:胡麻鯖,https://ja.wikipedia.org/wiki/胡麻鯖,https://upload.wikimedia.org/wikipedia/commons/7/70/%E3%81%94%E3%81%BE%E3%81%95%E3%81%B0_%28256930677%29.jpg,CC BY-SA 2.0,"ayustety from Tokyo, Japan",https://creativecommons.org/licenses/by-sa/2.0,true
hatahata,hatahata.jpg,ja:鰰,https://ja.wikipedia.org/wiki/ハタハタ,https://upload.wikimedia.org/wikipedia/commons/8/88/Arctoscopus_japonicus_Umigatari.png,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
mamakari,mamakari.jpg,ja:飯借,https://ja.wikipedia.org/wiki/サッパ,https://upload.wikimedia.org/wikipedia/commons/f/f4/Sardinella_zunasi_Shibukawa.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
shishamo,shishamo.jpg,ja:柳葉魚,https://ja.wikipedia.org/wiki/シシャモ,https://upload.wikimedia.org/wikipedia/commons/b/bd/Spirinchus_lanceolatus_1.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
kibinago,kibinago.jpg,ja:黍魚子,https://ja.wikipedia.org/wiki/キビナゴ,https://upload.wikimedia.org/wikipedia/commons/8/8c/XRF-Spratelloides_gracilis.jpg,CC BY 3.0,Xavier Romero-Frias,https://creativecommons.org/licenses/by/3.0,true
tai,tai.jpg,ja:鯛,https://ja.wikipedia.org/wiki/鯛,https://upload.wikimedia.org/wikipedia/commons/b/b9/Pagrus_major_Red_seabream_ja01.jpg,CC BY-SA 3.0,Miya,http://creativecommons.org/licenses/by-sa/3.0/,true
hirame,hirame.jpg,en:Olive flounder,https://en.wikipedia.org/wiki/Olive_flounder,https://upload.wikimedia.org/wikipedia/commons/8/8c/Paralichthys-olivaceus-Federal-Way-3583.jpg,CC BY-SA 3.0,User:Vmenkov,http://creativecommons.org/licenses/by-sa/3.0/,true
engawa,engawa.jpg,ja:ヒラメ,https://ja.wikipedia.org/wiki/ヒラメ,https://upload.wikimedia.org/wikipedia/commons/9/90/Paralichthys_olivaceus.jpg,CC BY-SA 2.5,Daiju Azuma,https://creativecommons.org/licenses/by-sa/2.5,true
karei,karei.jpg,ja:鰈,https://ja.wikipedia.org/wiki/カレイ,https://upload.wikimedia.org/wikipedia/commons/9/95/Pleuronectes_platessa.jpg,CC BY-SA 4.0,Hans Hillewaert,https://creativecommons.org/licenses/by-sa/4.0,true
suzuki,suzuki.jpg,ja:鱸,https://ja.wikipedia.org/wiki/スズキ_(魚),https://upload.wikimedia.org/wikipedia/commons/8/87/%E3%82%B9%E3%82%BA%E3%82%AD.jpg,CC0,Kinori,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false
kinmedai,kinmedai.jpg,ja:金目鯛,https://ja.wikipedia.org/wiki/キンメダイ,https://upload.wikimedia.org/wikipedia/commons/7/7c/Splendid_alfonsino_%28_Beryx_splendens_%29.jpg,Public domain,"NOAA's Fisheries Collection , SEFSC Pascagoula Laboratory; Collection of Brandi Noble, NOAA/NMFS/SEFSC",,false
nodoguro,nodoguro.jpg,ja:喉黒,https://ja.wikipedia.org/wiki/アカムツ,https://upload.wikimedia.org/wikipedia/commons/c/c8/Doederleinia_berycoides_in_the_market_2.png,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
isaki,isaki.jpg,ja:伊佐木,https://ja.wikipedia.org/wiki/イサキ,https://upload.wikimedia.org/wikipedia/commons/4/48/Isaki0912.jpg,CC BY-SA 3.0,ふうけ,https://creativecommons.org/licenses/by-sa/3.0,true
fugu,fugu.jpg,ja:河豚,https://ja.wikipedia.org/wiki/フグ,https://upload.wikimedia.org/wikipedia/commons/2/25/Fugu_in_Tank.jpg,CC BY-SA 3.0,,https://creativecommons.org/licenses/by-sa/3.0,true
sawara,sawara.jpg,ja:鰆,https://ja.wikipedia.org/wiki/サワラ,https://upload.wikimedia.org/wikipedia/commons/c/cd/Scnip_u0.gif,Public domain,,,false
kamasu,kamasu.jpg,ja:魳,https://ja.wikipedia.org/wiki/カマス,https://upload.wikimedia.org/wikipedia/commons/8/81/Great_Barracuda_off_the_Netherland_Antilles.jpg,CC BY-SA 2.5,オリジナルのアップロード者は英語版ウィキペディアのAquaimagesさん,https://creativecommons.org/licenses/by-sa/2.5,true
tachiuo,tachiuo.jpg,ja:太刀魚,https://ja.wikipedia.org/wiki/タチウオ,https://upload.wikimedia.org/wikipedia/commons/7/75/Trichiurus_lepturus_by_OpenCage.jpg,CC BY-SA 2.5,,https://creativecommons.org/licenses/by-sa/2.5,true
kue,kue.jpg,ja:九絵,https://ja.wikipedia.org/wiki/クエ,https://upload.wikimedia.org/wikipedia/commons/b/bd/Epinephelus_bruneus_tokai.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
kuromutsu,kuromutsu.jpg,ja:黒鯥,https://ja.wikipedia.org/wiki/アブラソコムツ,https://upload.wikimedia.org/wikipedia/commons/b/b3/Lepidocybium_flavobrunneum.jpg,Public domain,不明Unknown author,,false
shirauo,shirauo.jpg,ja:白魚,https://ja.wikipedia.org/wiki/桑名宿,https://upload.wikimedia.org/wikipedia/commons/7/75/Tokaido42_Kuwana.jpg,Public domain,歌川広重,,false
amadai,amadai.jpg,ja:甘鯛,https://ja.wikipedia.org/wiki/アマダイ,https://upload.wikimedia.org/wikipedia/commons/7/73/Akaamadai0905.jpg,CC BY-SA 3.0,ふうけ,https://creativecommons.org/licenses/by-sa/3.0,true
kawahagi,kawahagi.jpg,ja:皮剥,https://ja.wikipedia.org/wiki/カワハギ,https://upload.wikimedia.org/wikipedia/commons/b/bc/Kawahagi.jpg,CC BY-SA 3.0,E-190,http://creativecommons.org/licenses/by-sa/3.0/,true
madara,madara.jpg,ja:真鱈,https://ja.wikipedia.org/wiki/マダラ,https://upload.wikimedia.org/wikipedia/commons/f/f0/Pacific_cod_-_cropped.jpg,Public domain,,,false
ara,ara.jpg,ja:アラ,https://ja.wikipedia.org/wiki/アラ・パキス,https://upload.wikimedia.org/wikipedia/commons/0/07/AraPacisFullFrontal2.JPG,CC BY-SA 4.0,Photo by Chris Nas; sculpture by unknown Roman artist,https://creativecommons.org/licenses/by-sa/4.0,true
magochi,magochi.jpg,ja:真鯒,https://ja.wikipedia.org/wiki/マゴチ,https://upload.wikimedia.org/wikipedia/commons/b/bd/MaKC.jpg,CC BY 2.5,Izuzuki,https://creativecommons.org/licenses/by/2.5,true
mahata,mahata.jpg,ja:真羽太,https://ja.wikipedia.org/wiki/マハタ,https://upload.wikimedia.org/wikipedia/commons/d/da/Epinephelus_septemfasciatus_Enosui1.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
hobo,hobo.jpg,ja:魴鮄,https://ja.wikipedia.org/wiki/ホウボウ,https://upload.wikimedia.org/wikipedia/commons/7/75/Helidonichthys_spinosus%2C_crop.jpg,CC BY-SA 2.5,Daiju Azuma,https://creativecommons.org/licenses/by-sa/2.5,true
oniokoze,oniokoze.jpg,ja:鬼虎魚,https://ja.wikipedia.org/wiki/オニオコゼ,https://upload.wikimedia.org/wikipedia/commons/5/5a/OniOZ2013110904.jpg,CC BY-SA 3.0,Izuzuki,https://creativecommons.org/licenses/by-sa/3.0,true
ainame,ainame.jpg,ja:鮎並,https://ja.wikipedia.org/wiki/アイナメ,https://upload.wikimedia.org/wikipedia/commons/5/5c/Naturalis_Biodiversity_Center_-_RMNH.ART.310_-_Hexagrammos_otakii_Jordan_and_Starks_-_Kawahara_Keiga_-_1823_-_1829_-_Siebold_Collection_-_pencil_drawing_-_water_colour_2.jpeg,Public domain,Jordan and Starks,,false
ishidai,ishidai.jpg,ja:石鯛,https://ja.wikipedia.org/wiki/イシダイ,https://upload.wikimedia.org/wikipedia/commons/c/cd/%E7%9F%B3%E9%AF%9B_Oplegnathus.jpg,CC BY-SA 4.0,Ishuty,https://creativecommons.org/licenses/by-sa/4.0,true
mejina,mejina.jpg,ja:眼仁奈,https://ja.wikipedia.org/wiki/メジナ,https://upload.wikimedia.org/wikipedia/commons/4/43/%E3%83%A1%E3%82%B8%E3%83%8A_%2815257760119%29.jpg,CC BY-SA 2.0,"harum.koh from Kobe city, Japan",https://creativecommons.org/licenses/by-sa/2.0,true
mebaru,mebaru.jpg,ja:眼張,https://ja.wikipedia.org/wiki/メバル,https://upload.wikimedia.org/wikipedia/commons/b/b6/Sebastes_Inermis.jpg,CC BY-SA 3.0,Daiju Azuma,http://creativecommons.org/licenses/by-sa/3.0/,true
managatsuo,managatsuo.jpg,ja:真魚鰹,https://ja.wikipedia.org/wiki/マナガツオ科,https://upload.wikimedia.org/wikipedia/commons/0/0f/Poronotus_triacanthus.jpg,Public domain,,,false
hirasuzuki,hirasuzuki.jpg,ja:平鱸,https://ja.wikipedia.org/wiki/スズキ_(魚),https://upload.wikimedia.org/wikipedia/commons/8/87/%E3%82%B9%E3%82%BA%E3%82%AD.jpg,CC0,Kinori,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false
kasago,kasago.jpg,ja:笠子,https://ja.wikipedia.org/wiki/カッ,https://upload.wikimedia.org/wikipedia/commons/6/61/Korea-gat-01.jpg,CC BY-SA 3.0,user:Daderot,http://creativecommons.org/licenses/by-sa/3.0/,true
ayu,ayu.jpg,ja:鮎,https://ja.wikipedia.org/wiki/鮎の瀬大橋,https://upload.wikimedia.org/wikipedia/commons/7/7d/Ayunose_bridge_1.jpg,CC BY-SA 3.0,日本語版ウィキペディアのMK Productsさん,http://creativecommons.org/licenses/by-sa/3.0/,true
matodai,matodai.jpg,ja:的鯛,https://ja.wikipedia.org/wiki/マトウダイ,https://upload.wikimedia.org/wikipedia/commons/d/df/Zeus.faber_2.jpg,CC BY-SA 3.0,de:Benutzer:Kleines.Opossum,http://creativecommons.org/licenses/by-sa/3.0/,true
itoyoridai,itoyoridai.jpg,ja:糸縒鯛,https://ja.wikipedia.org/wiki/イトヨリダイ,https://upload.wikimedia.org/wikipedia/commons/e/ec/Nemipterus_virgatus_on_the_market.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
hakkaku,hakkaku.jpg,ja:八角,https://ja.wikipedia.org/wiki/八角堂,https://upload.wikimedia.org/wikipedia/commons/3/39/Horyu-ji36s3200.jpg,CC BY 2.5,663highland,https://creativecommons.org/licenses/by/2.5,true
ibodai,ibodai.jpg,ja:疣鯛,https://ja.wikipedia.org/wiki/イボダイ,https://upload.wikimedia.org/wikipedia/commons/7/7c/Japanese_butterfish.jpg,CC BY-SA 3.0,Shizuha (talk),https://creativecommons.org/licenses/by-sa/3.0,true
kidai,kidai.jpg,ja:黄鯛,https://ja.wikipedia.org/wiki/キダイ,https://upload.wikimedia.org/wikipedia/commons/d/de/Dentex_tumifrons_Kyoto_aquarium_1.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
mutsu,mutsu.jpg,ja:鯥,https://ja.wikipedia.org/wiki/アブラソコムツ,https://upload.wikimedia.org/wikipedia/commons/b/b3/Lepidocybium_flavobrunneum.jpg,Public domain,不明Unknown author,,false
ishigarei,ishigarei.jpg,ja:石鰈,https://ja.wikipedia.org/wiki/カレイ,https://upload.wikimedia.org/wikipedia/commons/9/95/Pleuronectes_platessa.jpg,CC BY-SA 4.0,Hans Hillewaert,https://creativecommons.org/licenses/by-sa/4.0,true
akayagara,akayagara.jpg,ja:赤矢柄,https://ja.wikipedia.org/wiki/アカヤガラ,https://upload.wikimedia.org/wikipedia/commons/7/76/Fistularia_petimba_Brazil.png,CC BY 3.0,Carla Isobel Elliff,https://creativecommons.org/licenses/by/3.0,true
ohyo,ohyo.jpg,ja:大鮃,https://ja.wikipedia.org/wiki/オヒョウ,https://upload.wikimedia.org/wikipedia/commons/4/4b/Hippoglossus_hippoglossus.jpg,Public domain,,,false
akodai,akodai.jpg,ja:アコウダイ,https://ja.wikipedia.org/wiki/アコウダイ,https://upload.wikimedia.org/wikipedia/commons/f/f1/Akodai.jpg,Public domain,歌川広重,,false
medai,medai.jpg,ja:目鯛,https://ja.wikipedia.org/wiki/鯛,https://upload.wikimedia.org/wikipedia/commons/b/b9/Pagrus_major_Red_seabream_ja01.jpg,CC BY-SA 3.0,Miya,http://creativecommons.org/licenses/by-sa/3.0/,true
kichiji,kichiji.jpg,ja:喜知次,https://ja.wikipedia.org/wiki/第二次世界大戦,https://upload.wikimedia.org/wikipedia/commons/e/ee/WW2_collage.jpg,Public domain,несколько авторов; подробнее в описании исходных файлов. Обработал Полиционер.,,false
fuedai,fuedai.jpg,ja:笛鯛,https://ja.wikipedia.org/wiki/フエダイ,https://upload.wikimedia.org/wikipedia/commons/c/cb/HueDI.jpg,CC BY-SA 2.5,Izuzuki,https://creativecommons.org/licenses/by-sa/2.5,true
kijihata,kijihata.jpg,ja:雉羽太,https://ja.wikipedia.org/wiki/キジハタ,https://upload.wikimedia.org/wikipedia/commons/d/db/Epinephelus_akaara_Toba.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
takabe,takabe.jpg,ja:タカベ,https://ja.wikipedia.org/wiki/タカベ,https://upload.wikimedia.org/wikipedia/commons/1/1a/%E3%82%BF%E3%82%AB%E3%83%99.jpg,CC BY-SA 4.0,Temochiz,https://creativecommons.org/licenses/by-sa/4.0,true
mehikari,mehikari.jpg,ja:目光,https://ja.wikipedia.org/wiki/京瀋旅客専用線,https://upload.wikimedia.org/wikipedia/commons/5/56/CRH380AM-0204_at_Beinianfeng_%2820201027150405%29.jpg,CC BY-SA 4.0,N509FZ,https://creativecommons.org/licenses/by-sa/4.0,true
higedara,higedara.jpg,ja:髭鱈,https://ja.wikipedia.org/wiki/弓矢,https://upload.wikimedia.org/wikipedia/commons/e/ee/Aphaia_pediment_polychrome_model_W-XI_Glyptothek_Munich.jpg,Public domain,不明Unknown artist,,false
hamadai,hamadai.jpg,ja:浜鯛,https://ja.wikipedia.org/wiki/鯛麺,https://upload.wikimedia.org/wikipedia/commons/a/a0/Taisoumen3935.JPG,CC BY-SA 3.0,ja:User:Nnn,https://creativecommons.org/licenses/by-sa/3.0,true
hokke,hokke.jpg,ja:ホッケ,https://ja.wikipedia.org/wiki/ホッケ,https://upload.wikimedia.org/wikipedia/commons/2/2e/Pleurogrammus_azonus_2.jpg,CC BY-SA 2.5,コンピュータが読み取れる情報は提供されていませんが、Haplochromisだと推定されます（著作権の主張に基づく）,https://creativecommons.org/licenses/by-sa/2.5,true
shiira,shiira.jpg,ja:鱪,https://ja.wikipedia.org/wiki/シイラ,https://upload.wikimedia.org/wikipedia/commons/9/94/Coryphaenahippurus.JPG,CC BY-SA 3.0,Citron,https://creativecommons.org/licenses/by-sa/3.0,true
menuke,menuke.jpg,ja:目抜,https://ja.wikipedia.org/wiki/メヌケ,https://upload.wikimedia.org/wikipedia/commons/0/04/Sebastes_flammeus_Stuffed_specimen.jpg,CC BY-SA 3.0,Photaro,https://creativecommons.org/licenses/by-sa/3.0,true
sugi,sugi.jpg,ja:スギ,https://ja.wikipedia.org/wiki/スギ,https://upload.wikimedia.org/wikipedia/commons/8/8b/Taro-sugi_20111002.jpg,Public domain,Batholith,,false
hoshigarei,hoshigarei.jpg,ja:星鰈,https://ja.wikipedia.org/wiki/カレイ,https://upload.wikimedia.org/wikipedia/commons/9/95/Pleuronectes_platessa.jpg,CC BY-SA 4.0,Hans Hillewaert,https://creativecommons.org/licenses/by-sa/4.0,true
matsukawa,matsukawa.jpg,ja:松皮鰈,https://ja.wikipedia.org/wiki/カレイ,https://upload.wikimedia.org/wikipedia/commons/9/95/Pleuronectes_platessa.jpg,CC BY-SA 4.0,Hans Hillewaert,https://creativecommons.org/licenses/by-sa/4.0,true
unagi,unagi.jpg,ja:鰻,https://ja.wikipedia.org/wiki/ウナギ,https://upload.wikimedia.org/wikipedia/commons/5/58/Anguilla_anguilla.jpg,CC BY-SA 3.0,GerardM,http://creativecommons.org/licenses/by-sa/3.0/,true
anago,anago.jpg,ja:穴子,https://ja.wikipedia.org/wiki/アナゴ,https://upload.wikimedia.org/wikipedia/commons/7/71/Observation_d%27un_congre_%28Conger_conger%29_par_390_m_de_fond_%28Ifremer_00621-73303%29.jpg,CC BY 4.0,,https://creativecommons.org/licenses/by/4.0,true
hamo,hamo.jpg,ja:鱧,https://ja.wikipedia.org/wiki/ハモ,https://upload.wikimedia.org/wikipedia/commons/1/1d/Muraenesox_cinereus.JPG,CC BY 3.0,James Lin,https://creativecommons.org/licenses/by/3.0,true
noresore,noresore.jpg,ja:のれそれ,https://ja.wikipedia.org/wiki/シッチェス・カタロニア国際映画祭,https://upload.wikimedia.org/wikipedia/commons/c/c2/Festival_Internacional_de_Cinema_de_Catalunya_2009.JPG,CC BY-SA 3.0,Baggio,https://creativecommons.org/licenses/by-sa/3.0,true
ebi,ebi.jpg,ja:海老,https://ja.wikipedia.org/wiki/エビ,https://upload.wikimedia.org/wikipedia/commons/a/a5/PanulirusJaponicus.jpg,CC BY-SA 3.0,,http://creativecommons.org/licenses/by-sa/3.0/,true
amaebi,amaebi.jpg,ja:甘海老,https://ja.wikipedia.org/wiki/ホッコクアカエビ,https://upload.wikimedia.org/wikipedia/commons/1/19/Pandalus_eous_Kamo.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
botanebi,botanebi.jpg,ja:牡丹海老,https://ja.wikipedia.org/wiki/ボタンエビ,https://upload.wikimedia.org/wikipedia/commons/d/d7/Botanebi_Numazu_Aquarium_1.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
shako,shako.jpg,ja:蝦蛄,https://ja.wikipedia.org/wiki/シャコ,https://upload.wikimedia.org/wikipedia/commons/d/d0/Oratosquilla_oratoria_Miyajima.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
zuwaigani,zuwaigani.jpg,ja:楚蟹,https://ja.wikipedia.org/wiki/ズワイガニ,https://upload.wikimedia.org/wikipedia/commons/2/2e/Chionoecetes_opilio_Kanikkokan.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
tarabagani,tarabagani.jpg,ja:鱈場蟹,https://ja.wikipedia.org/wiki/タラバガニ,https://upload.wikimedia.org/wikipedia/commons/c/cd/KingCrab.jpg,CC BY-SA 3.0,,http://creativecommons.org/licenses/by-sa/3.0/,true
kegani,kegani.jpg,ja:毛蟹,https://ja.wikipedia.org/wiki/ケガニ,https://upload.wikimedia.org/wikipedia/commons/9/98/Erimacrus_isenbeckii_Hakodate.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
sakuraebi,sakuraebi.jpg,ja:桜海老,https://ja.wikipedia.org/wiki/サクラエビ,https://upload.wikimedia.org/wikipedia/commons/f/f1/Sergia_lucens_by_OpenCage.jpg,CC BY-SA 2.5,,https://creativecommons.org/licenses/by-sa/2.5,true
shiraebi,shiraebi.jpg,ja:白海老,https://ja.wikipedia.org/wiki/シラエビ,https://upload.wikimedia.org/wikipedia/commons/d/d2/Shiroebi.jpg,CC BY-SA 3.0,日本語版ウィキペディアの0840kenjiさん,http://creativecommons.org/licenses/by-sa/3.0/,true
shimaebi,shimaebi.jpg,ja:縞海老,https://ja.wikipedia.org/wiki/イセエビ,https://upload.wikimedia.org/wikipedia/commons/a/a5/PanulirusJaponicus.jpg,CC BY-SA 3.0,,http://creativecommons.org/licenses/by-sa/3.0/,true
budoebi,budoebi.jpg,ja:葡萄海老,https://ja.wikipedia.org/wiki/エビ,https://upload.wikimedia.org/wikipedia/commons/a/a5/PanulirusJaponicus.jpg,CC BY-SA 3.0,,http://creativecommons.org/licenses/by-sa/3.0/,true
benizuwaigani,benizuwaigani.jpg,ja:紅楚蟹,https://ja.wikipedia.org/wiki/ズワイガニ,https://upload.wikimedia.org/wikipedia/commons/2/2e/Chionoecetes_opilio_Kanikkokan.jpg,CC BY-SA 4.0,Totti,https://creativecommons.org/licenses/by-sa/4.0,true
gazami,gazami.jpg,ja:蝤蛑,https://ja.wikipedia.org/wiki/ガザミ,https://upload.wikimedia.org/wikipedia/commons/e/e6/Portunus_trituberculatus.jpg,CC BY-SA 3.0,self,https://creativecommons.org/licenses/by-sa/3.0,true
kumaebi,kumaebi.jpg,ja:隈海老,https://ja.wikipedia.org/wiki/東海市,https://upload.wikimedia.org/wikipedia/commons/0/0c/View_from_Takinomizu_Park_04%2C_Shinonokaze_Midori_Ward_Nagoya_2019.jpg,CC BY-SA 4.0,Tomio344456,https://creativecommons.org/licenses/by-sa/4.0,true
iseebi,iseebi.jpg,ja:伊勢海老,https://ja.wikipedia.org/wiki/イセエビ,https://upload.wikimedia.org/wikipedia/commons/a/a5/PanulirusJaponicus.jpg,CC BY-SA 3.0,,http://creativecommons.org/licenses/by-sa/3.0/,true
akazaebi,akazaebi.jpg,ja:藜海老,https://ja.wikipedia.org/wiki/アカザエビ,https://upload.wikimedia.org/wikipedia/commons/b/b3/Metanephrops_japonicus_edit.jpg,Public domain,Dieno,,false
ibaramoebi,ibaramoebi.jpg,ja:イバラモエビ,https://ja.wikipedia.org/wiki/イバラモエビ,https://upload.wikimedia.org/wikipedia/commons/4/4d/Ibaramoebi1402.jpg,CC BY-SA 3.0,ふうけ,https://creativecommons.org/licenses/by-sa/3.0,true
gasuebi,gasuebi.jpg,ja:ガス海老,https://ja.wikipedia.org/wiki/東海市,https://upload.wikimedia.org/wikipedia/commons/0/0c/View_from_Takinomizu_Park_04%2C_Shinonokaze_Midori_Ward_Nagoya_2019.jpg,CC BY-SA 4.0,Tomio344456,https://creativecommons.org/licenses/by-sa/4.0,true
